fotograma,tipo_oggetto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1,car,0.81,car_-1,1318,305,1398,371,no,0,0,0,0,0,
2,car,0.80,car_1,1317,305,1397,371,no,0,0,0,0,0,
3,car,0.81,car_1,1317,305,1396,371,no,0,0,0,0,0,
4,car,0.76,car_1,1316,305,1396,370,no,0,0,0,0,0,
4,car,0.57,car_2,1226,302,1287,342,no,0,0,0,0,0,
5,car,0.72,car_1,1313,305,1395,369,no,0,0,0,0,0,
5,car,0.54,car_2,1227,303,1286,343,no,0,0,0,0,0,
6,car,0.72,car_1,1312,306,1391,369,no,0,0,0,0,0,
6,car,0.55,car_2,1226,302,1285,343,no,0,0,0,0,0,
7,car,0.71,car_1,1312,306,1391,369,no,0,0,0,0,0,
7,car,0.56,car_2,1226,301,1284,344,no,0,0,0,0,0,
8,car,0.69,car_1,1312,306,1389,368,no,0,0,0,0,0,
8,car,0.53,car_2,1225,302,1282,345,no,0,0,0,0,0,
9,car,0.72,car_1,1310,306,1388,369,no,0,0,0,0,0,
9,car,0.53,car_2,1225,302,1281,344,no,0,0,0,0,0,
10,car,0.70,car_1,1310,306,1386,368,no,0,0,0,0,0,
10,car,0.50,car_2,1225,302,1279,344,no,0,0,0,0,0,
11,car,0.71,car_1,1311,306,1385,368,no,0,0,0,0,0,
11,car,0.51,car_2,1224,302,1276,343,no,0,0,0,0,0,
12,car,0.73,car_1,1311,305,1383,369,no,0,0,0,0,0,
12,car,0.53,car_2,1224,302,1274,344,no,0,0,0,0,0,
13,car,0.75,car_1,1312,305,1381,369,no,0,0,0,0,0,
13,car,0.46,car_2,1224,304,1276,344,no,0,0,0,0,0,
14,car,0.75,car_1,1312,305,1380,369,no,0,0,0,0,0,
14,car,0.46,car_2,1225,304,1275,343,no,0,0,0,0,0,
15,car,0.75,car_1,1312,305,1379,368,no,0,0,0,0,0,
15,car,0.47,car_2,1224,304,1275,343,no,0,0,0,0,0,
16,car,0.74,car_1,1312,305,1378,366,no,0,0,0,0,0,
16,car,0.47,car_2,1224,305,1274,344,no,0,0,0,0,0,
17,car,0.73,car_1,1312,304,1378,365,no,0,0,0,0,0,
17,car,0.45,car_2,1223,305,1275,344,no,0,0,0,0,0,
18,car,0.73,car_1,1310,304,1376,364,no,0,0,0,0,0,
18,car,0.48,car_2,1223,304,1271,346,no,0,0,0,0,0,
19,car,0.73,car_1,1309,305,1374,363,no,0,0,0,0,0,
19,car,0.47,car_2,1223,303,1269,346,no,0,0,0,0,0,
20,car,0.73,car_1,1308,305,1371,361,no,0,0,0,0,0,
20,car,0.46,car_2,1221,303,1268,346,no,0,0,0,0,0,
21,car,0.70,car_1,1308,305,1369,360,no,0,0,0,0,0,
21,car,0.45,car_2,1221,303,1267,346,no,0,0,0,0,0,
22,car,0.68,car_1,1307,306,1367,359,no,0,0,0,0,0,
22,car,0.46,car_2,1221,303,1267,347,no,0,0,0,0,0,
22,car,0.51,car_4,1436,304,1789,458,no,0,0,0,0,0,
23,car,0.64,car_1,1306,307,1365,358,no,0,0,0,0,0,
23,car,0.51,car_2,1219,303,1267,348,no,0,0,0,0,0,
24,car,0.67,car_1,1306,307,1363,358,no,0,0,0,0,0,
24,car,0.50,car_2,1219,303,1267,348,no,0,0,0,0,0,
25,car,0.66,car_1,1306,307,1362,360,no,0,0,0,0,0,
25,car,0.55,car_2,1219,304,1268,348,no,0,0,0,0,0,
26,car,0.69,car_1,1306,308,1361,361,no,0,0,0,0,0,
26,car,0.57,car_2,1219,305,1268,348,no,0,0,0,0,0,
27,car,0.67,car_1,1306,309,1359,361,no,0,0,0,0,0,
27,car,0.54,car_2,1220,305,1267,347,no,0,0,0,0,0,
28,car,0.69,car_1,1305,309,1358,362,no,0,0,0,0,0,
28,car,0.49,car_2,1220,306,1267,347,no,0,0,0,0,0,
29,car,0.63,car_1,1305,309,1357,361,no,0,0,0,0,0,
29,car,0.53,car_2,1220,306,1267,347,no,0,0,0,0,0,
30,car,0.63,car_1,1305,309,1356,359,no,0,0,0,0,0,
30,car,0.48,car_2,1221,307,1267,347,no,0,0,0,0,0,
31,car,0.62,car_1,1304,309,1355,358,no,0,0,0,0,0,
31,car,0.43,car_2,1221,307,1266,346,no,0,0,0,0,0,
32,car,0.60,car_1,1303,309,1355,358,no,0,0,0,0,0,
32,car,0.42,car_2,1221,308,1265,346,no,0,0,0,0,0,
33,car,0.64,car_1,1302,308,1355,358,no,0,0,0,0,0,
33,car,0.41,car_2,1222,307,1264,346,no,0,0,0,0,0,
34,car,0.62,car_1,1301,308,1355,358,no,0,0,0,0,0,
35,car,0.60,car_1,1301,308,1355,357,no,0,0,0,0,0,
36,car,0.57,car_1,1300,308,1354,357,no,0,0,0,0,0,
37,car,0.41,car_1,1300,309,1351,356,no,0,0,0,0,0,
40,car,0.49,car_1,1300,309,1347,357,no,0,0,0,0,0,
41,car,0.41,car_1,1300,310,1345,358,no,0,0,0,0,0,
42,car,0.41,car_1,1300,310,1344,358,no,0,0,0,0,0,
71,car,0.44,car_-1,1338,299,1501,390,no,0,0,0,0,0,
72,car,0.42,car_7,1337,294,1499,391,no,0,0,0,0,0,
73,car,0.48,car_7,1331,297,1500,391,no,0,0,0,0,0,
74,car,0.43,car_1,1281,308,1325,354,no,0,0,0,0,0,
75,car,0.51,car_1,1281,308,1324,353,no,0,0,0,0,0,
76,car,0.48,car_1,1280,308,1322,353,no,0,0,0,0,0,
77,car,0.50,car_1,1280,308,1321,352,no,0,0,0,0,0,
78,car,0.47,car_1,1280,307,1321,352,no,0,0,0,0,0,
79,car,0.47,car_1,1280,306,1321,351,no,0,0,0,0,0,
80,car,0.48,car_1,1281,306,1321,350,no,0,0,0,0,0,
82,car,0.45,car_-1,1281,306,1320,351,no,0,0,0,0,0,
95,person,0.44,person_-1,0,228,53,531,no,0,0,0,0,0,
96,person,0.58,person_9,0,221,62,514,no,0,0,0,0,0,
97,person,0.65,person_9,0,218,69,507,no,0,0,0,0,0,
98,person,0.69,person_9,0,219,74,505,no,0,0,0,0,0,
99,car,0.41,car_7,1313,311,1508,382,no,0,0,0,0,0,
99,person,0.68,person_9,0,226,77,505,no,0,0,0,0,0,
100,car,0.46,car_7,1310,311,1507,382,no,0,0,0,0,0,
100,person,0.67,person_9,0,224,80,505,no,0,0,0,0,0,
101,car,0.41,car_7,1307,311,1508,381,no,0,0,0,0,0,
101,person,0.68,person_9,0,220,85,507,no,0,0,0,0,0,
102,person,0.57,person_9,0,224,93,511,no,0,0,0,0,0,
103,person,0.66,person_9,0,222,100,519,no,0,0,0,0,0,
104,person,0.60,person_9,0,221,105,517,no,0,0,0,0,0,
105,person,0.72,person_9,0,219,111,514,no,0,0,0,0,0,
106,person,0.80,person_9,6,220,117,513,no,0,0,0,0,0,
107,person,0.79,person_9,10,219,121,511,no,0,0,0,0,0,
108,car,0.40,car_7,1313,312,1514,380,no,0,0,0,0,0,
108,person,0.73,person_9,13,224,124,520,no,0,0,0,0,0,
109,car,0.46,car_7,1308,311,1515,380,no,0,0,0,0,0,
109,person,0.67,person_9,14,225,131,522,no,0,0,0,0,0,
110,car,0.49,car_7,1307,311,1515,380,no,0,0,0,0,0,
110,person,0.79,person_9,16,227,150,513,no,0,0,0,0,0,
111,car,0.46,car_7,1307,311,1515,380,no,0,0,0,0,0,
111,car,0.42,car_10,1432,310,1516,379,no,0,0,0,0,0,
111,person,0.77,person_9,16,226,161,507,no,0,0,0,0,0,
112,car,0.41,car_7,1337,312,1515,380,no,0,0,0,0,0,
112,car,0.52,car_10,1429,310,1515,379,no,0,0,0,0,0,
112,person,0.77,person_9,21,226,167,506,no,0,0,0,0,0,
113,car,0.44,car_10,1427,310,1514,379,no,0,0,0,0,0,
113,person,0.72,person_9,27,227,172,505,no,0,0,0,0,0,
114,car,0.45,car_7,1322,312,1514,380,no,0,0,0,0,0,
114,person,0.71,person_9,37,229,173,513,no,0,0,0,0,0,
115,car,0.43,car_7,1321,312,1515,380,no,0,0,0,0,0,
115,person,0.73,person_9,52,230,172,509,no,0,0,0,0,0,
116,car,0.47,car_7,1310,311,1516,380,no,0,0,0,0,0,
116,person,0.69,person_9,63,232,177,503,no,0,0,0,0,0,
117,car,0.43,car_7,1304,311,1516,380,no,0,0,0,0,0,
117,person,0.77,person_9,69,231,186,502,no,0,0,0,0,0,
118,car,0.42,car_7,1302,311,1516,380,no,0,0,0,0,0,
118,person,0.77,person_9,75,229,189,502,no,0,0,0,0,0,
119,person,0.78,person_9,82,229,192,502,no,0,0,0,0,0,
120,person,0.74,person_9,88,229,196,504,no,0,0,0,0,0,
121,car,0.42,car_7,1351,312,1516,381,no,0,0,0,0,0,
121,person,0.74,person_9,93,229,201,505,no,0,0,0,0,0,
122,car,0.42,car_7,1332,312,1515,381,no,0,0,0,0,0,
122,person,0.77,person_9,97,229,208,504,no,0,0,0,0,0,
123,car,0.43,car_7,1327,312,1515,381,no,0,0,0,0,0,
123,person,0.80,person_9,102,231,213,502,no,0,0,0,0,0,
124,person,0.78,person_9,105,234,220,502,no,0,0,0,0,0,
125,person,0.78,person_9,108,235,225,502,no,0,0,0,0,0,
126,person,0.77,person_9,109,239,230,502,no,0,0,0,0,0,
127,person,0.76,person_9,122,238,231,492,no,0,0,0,0,0,
128,person,0.70,person_9,122,238,238,496,no,0,0,0,0,0,
129,person,0.72,person_9,133,235,238,490,no,0,0,0,0,0,
130,person,0.72,person_9,145,233,241,490,no,0,0,0,0,0,
131,person,0.65,person_9,145,234,246,494,no,0,0,0,0,0,
132,person,0.74,person_9,150,234,253,492,no,0,0,0,0,0,
133,person,0.77,person_9,156,234,258,493,no,0,0,0,0,0,
134,car,0.41,car_12,1437,312,1513,376,no,0,0,0,0,0,
134,person,0.76,person_9,162,234,266,492,no,0,0,0,0,0,
135,car,0.43,car_12,1436,313,1513,376,no,0,0,0,0,0,
135,person,0.76,person_9,168,230,272,494,no,0,0,0,0,0,
136,person,0.76,person_9,170,234,270,491,no,0,0,0,0,0,
137,person,0.72,person_9,173,238,280,485,no,0,0,0,0,0,
138,person,0.77,person_9,176,239,290,483,no,0,0,0,0,0,
139,person,0.78,person_9,183,241,296,483,no,0,0,0,0,0,
140,person,0.79,person_9,191,242,299,485,no,0,0,0,0,0,
141,person,0.72,person_9,194,242,298,487,no,0,0,0,0,0,
142,person,0.79,person_9,198,241,301,486,no,0,0,0,0,0,
143,person,0.82,person_9,201,241,304,484,no,0,0,0,0,0,
144,person,0.77,person_9,205,241,306,485,no,0,0,0,0,0,
145,person,0.75,person_9,213,240,305,485,no,0,0,0,0,0,
146,person,0.77,person_9,219,239,304,486,no,0,0,0,0,0,
147,person,0.81,person_9,222,238,305,488,no,0,0,0,0,0,
148,person,0.81,person_9,227,235,308,490,no,0,0,0,0,0,
149,person,0.81,person_9,230,235,316,486,no,0,0,0,0,0,
150,person,0.82,person_9,233,237,324,484,no,0,0,0,0,0,
151,person,0.76,person_9,234,239,328,484,no,0,0,0,0,0,
152,person,0.78,person_9,238,241,331,483,no,0,0,0,0,0,
153,person,0.80,person_9,238,242,334,484,no,0,0,0,0,0,
154,person,0.75,person_9,239,242,337,483,no,0,0,0,0,0,
155,person,0.73,person_9,239,243,344,481,no,0,0,0,0,0,
156,person,0.75,person_9,244,242,349,481,no,0,0,0,0,0,
157,car,0.45,car_13,1277,302,1372,363,no,0,0,0,0,0,
157,car,0.43,car_14,1272,258,1374,364,no,0,0,0,0,0,
157,person,0.77,person_9,252,240,351,481,no,0,0,0,0,0,
158,car,0.42,car_13,1280,302,1371,363,no,0,0,0,0,0,
158,car,0.44,car_14,1271,255,1374,365,no,0,0,0,0,0,
158,person,0.76,person_9,256,241,353,481,no,0,0,0,0,0,
159,car,0.50,car_13,1279,297,1370,363,no,0,0,0,0,0,
159,car,0.49,car_14,1271,252,1373,364,no,0,0,0,0,0,
159,person,0.78,person_9,264,240,356,482,no,0,0,0,0,0,
160,car,0.50,car_13,1281,299,1369,362,no,0,0,0,0,0,
160,car,0.43,car_14,1273,252,1372,363,no,0,0,0,0,0,
160,person,0.81,person_9,270,239,358,485,no,0,0,0,0,0,
161,car,0.46,car_13,1282,301,1369,361,no,0,0,0,0,0,
161,person,0.78,person_9,275,240,363,482,no,0,0,0,0,0,
162,car,0.46,car_13,1283,302,1368,360,no,0,0,0,0,0,
162,person,0.80,person_9,278,239,372,479,no,0,0,0,0,0,
163,car,0.46,car_13,1283,304,1368,359,no,0,0,0,0,0,
163,person,0.77,person_9,281,240,374,479,no,0,0,0,0,0,
164,car,0.41,car_13,1278,304,1367,359,no,0,0,0,0,0,
164,person,0.77,person_9,285,241,378,477,no,0,0,0,0,0,
165,car,0.45,car_13,1276,302,1366,358,no,0,0,0,0,0,
165,person,0.74,person_9,287,244,385,476,no,0,0,0,0,0,
166,person,0.70,person_9,288,246,388,472,no,0,0,0,0,0,
167,person,0.77,person_9,293,247,389,470,no,0,0,0,0,0,
168,person,0.76,person_9,293,248,396,471,no,0,0,0,0,0,
169,person,0.77,person_9,299,247,399,472,no,0,0,0,0,0,
170,person,0.76,person_9,301,246,401,472,no,0,0,0,0,0,
171,person,0.72,person_9,307,248,405,463,no,0,0,0,0,0,
172,person,0.73,person_9,313,250,408,459,no,0,0,0,0,0,
173,car,0.41,car_14,1264,265,1359,358,no,0,0,0,0,0,
173,person,0.75,person_9,317,247,406,466,no,0,0,0,0,0,
174,car,0.41,car_13,1269,287,1357,358,no,0,0,0,0,0,
174,person,0.73,person_9,322,247,411,462,no,0,0,0,0,0,
175,person,0.71,person_9,326,242,413,461,no,0,0,0,0,0,
176,person,0.74,person_9,331,240,419,464,no,0,0,0,0,0,
177,car,0.42,car_14,1264,255,1355,359,no,0,0,0,0,0,
177,person,0.70,person_9,336,241,423,464,no,0,0,0,0,0,
178,car,0.42,car_14,1265,254,1355,359,no,0,0,0,0,0,
178,person,0.66,person_9,336,248,428,462,no,0,0,0,0,0,
179,car,0.44,car_14,1267,254,1353,359,no,0,0,0,0,0,
179,person,0.65,person_9,336,253,431,459,no,0,0,0,0,0,
180,person,0.67,person_9,336,256,434,459,no,0,0,0,0,0,
181,car,0.49,car_14,1270,255,1350,357,no,0,0,0,0,0,
181,person,0.67,person_9,336,257,435,459,no,0,0,0,0,0,
182,car,0.51,car_14,1270,256,1348,358,no,0,0,0,0,0,
182,person,0.68,person_9,338,254,438,460,no,0,0,0,0,0,
183,car,0.47,car_14,1261,255,1350,358,no,0,0,0,0,0,
183,car,0.51,car_13,1270,270,1347,357,no,0,0,0,0,0,
183,person,0.73,person_9,343,249,439,465,no,0,0,0,0,0,
184,car,0.47,car_14,1259,255,1349,357,no,0,0,0,0,0,
184,car,0.50,car_13,1270,275,1347,356,no,0,0,0,0,0,
184,person,0.75,person_9,348,247,442,463,no,0,0,0,0,0,
185,car,0.51,car_13,1267,269,1346,356,no,0,0,0,0,0,
185,person,0.72,person_9,349,249,447,460,no,0,0,0,0,0,
186,car,0.57,car_14,1256,254,1347,357,no,0,0,0,0,0,
186,person,0.72,person_9,357,250,450,457,no,0,0,0,0,0,
187,car,0.63,car_14,1254,255,1347,357,no,0,0,0,0,0,
187,person,0.71,person_9,362,247,452,459,no,0,0,0,0,0,
188,car,0.62,car_14,1256,255,1346,356,no,0,0,0,0,0,
188,person,0.70,person_9,368,247,452,463,no,0,0,0,0,0,
189,car,0.61,car_14,1257,257,1346,356,no,0,0,0,0,0,
189,car,0.41,car_13,1262,284,1346,354,no,0,0,0,0,0,
189,person,0.70,person_9,372,246,455,459,no,0,0,0,0,0,
190,car,0.63,car_14,1256,257,1346,356,no,0,0,0,0,0,
190,person,0.72,person_9,379,243,458,458,no,0,0,0,0,0,
191,car,0.58,car_14,1254,258,1345,355,no,0,0,0,0,0,
191,person,0.71,person_9,383,246,463,453,no,0,0,0,0,0,
192,car,0.52,car_14,1255,267,1344,355,no,0,0,0,0,0,
192,person,0.69,person_9,385,248,470,452,no,0,0,0,0,0,
193,car,0.49,car_14,1245,262,1345,353,no,0,0,0,0,0,
193,person,0.71,person_9,386,248,473,450,no,0,0,0,0,0,
194,car,0.54,car_14,1245,259,1346,356,no,0,0,0,0,0,
194,person,0.66,person_9,389,249,477,450,no,0,0,0,0,0,
195,car,0.49,car_14,1246,258,1347,356,no,0,0,0,0,0,
195,person,0.64,person_9,387,247,481,453,no,0,0,0,0,0,
196,car,0.40,car_14,1243,257,1344,354,no,0,0,0,0,0,
196,person,0.66,person_9,390,248,483,451,no,0,0,0,0,0,
197,person,0.73,person_9,395,248,483,451,no,0,0,0,0,0,
198,person,0.76,person_9,400,250,486,448,no,0,0,0,0,0,
199,person,0.76,person_9,405,249,490,446,no,0,0,0,0,0,
200,person,0.66,person_9,408,252,492,445,no,0,0,0,0,0,
201,person,0.66,person_9,410,251,494,449,no,0,0,0,0,0,
202,car,0.47,car_13,1253,272,1343,351,no,0,0,0,0,0,
202,person,0.67,person_9,414,250,497,451,no,0,0,0,0,0,
203,car,0.49,car_13,1255,285,1343,351,no,0,0,0,0,0,
203,person,0.66,person_9,418,250,499,452,no,0,0,0,0,0,
204,car,0.43,car_13,1259,296,1341,349,no,0,0,0,0,0,
204,person,0.68,person_9,420,247,498,453,no,0,0,0,0,0,
205,car,0.43,car_13,1260,297,1343,349,no,0,0,0,0,0,
205,person,0.66,person_9,421,248,498,452,no,0,0,0,0,0,
206,person,0.62,person_9,426,250,499,449,no,0,0,0,0,0,
207,person,0.62,person_9,428,252,501,447,no,0,0,0,0,0,
208,person,0.66,person_9,431,251,504,450,no,0,0,0,0,0,
209,car,0.44,car_13,1253,278,1344,349,no,0,0,0,0,0,
209,person,0.74,person_9,435,249,513,449,no,0,0,0,0,0,
210,car,0.54,car_13,1250,269,1345,350,no,0,0,0,0,0,
210,person,0.72,person_9,436,248,518,450,no,0,0,0,0,0,
211,car,0.55,car_13,1249,264,1345,350,no,0,0,0,0,0,
211,person,0.65,person_9,438,249,521,449,no,0,0,0,0,0,
212,car,0.53,car_13,1250,264,1345,350,no,0,0,0,0,0,
212,person,0.63,person_9,441,251,521,448,no,0,0,0,0,0,
213,car,0.50,car_13,1250,271,1345,349,no,0,0,0,0,0,
213,person,0.63,person_9,438,253,524,448,no,0,0,0,0,0,
214,car,0.49,car_13,1250,271,1344,349,no,0,0,0,0,0,
214,person,0.63,person_9,439,252,526,443,no,0,0,0,0,0,
215,car,0.50,car_13,1249,266,1345,349,no,0,0,0,0,0,
215,person,0.65,person_9,439,253,528,447,no,0,0,0,0,0,
216,car,0.53,car_13,1249,265,1344,349,no,0,0,0,0,0,
216,person,0.63,person_9,442,255,533,446,no,0,0,0,0,0,
217,car,0.59,car_13,1248,265,1344,350,no,0,0,0,0,0,
217,person,0.64,person_9,451,251,533,444,no,0,0,0,0,0,
218,car,0.59,car_13,1247,264,1345,350,no,0,0,0,0,0,
218,person,0.66,person_9,455,252,536,443,no,0,0,0,0,0,
219,car,0.62,car_13,1246,263,1346,350,no,0,0,0,0,0,
219,person,0.66,person_9,458,252,540,442,no,0,0,0,0,0,
220,car,0.60,car_13,1245,263,1346,350,no,0,0,0,0,0,
220,person,0.68,person_9,464,253,542,439,no,0,0,0,0,0,
221,car,0.60,car_13,1244,263,1346,350,no,0,0,0,0,0,
221,person,0.67,person_9,468,255,545,442,no,0,0,0,0,0,
222,car,0.58,car_13,1243,263,1346,350,no,0,0,0,0,0,
222,person,0.66,person_9,471,256,546,443,no,0,0,0,0,0,
222,person,0.43,person_15,1471,317,1512,383,no,0,0,0,0,0,
223,car,0.56,car_13,1243,262,1345,350,no,0,0,0,0,0,
223,person,0.66,person_9,471,259,547,443,no,0,0,0,0,0,
223,person,0.42,person_15,1472,316,1511,383,no,0,0,0,0,0,
224,car,0.55,car_13,1243,263,1344,350,no,0,0,0,0,0,
224,person,0.64,person_9,473,257,548,442,no,0,0,0,0,0,
224,person,0.40,person_15,1472,316,1511,382,no,0,0,0,0,0,
225,car,0.53,car_13,1242,263,1343,351,no,0,0,0,0,0,
225,person,0.59,person_9,477,258,549,437,no,0,0,0,0,0,
226,car,0.56,car_13,1242,264,1342,351,no,0,0,0,0,0,
226,person,0.62,person_9,480,259,551,434,no,0,0,0,0,0,
227,car,0.55,car_13,1242,263,1342,351,no,0,0,0,0,0,
227,person,0.61,person_9,482,256,552,433,no,0,0,0,0,0,
228,car,0.51,car_13,1242,264,1342,350,no,0,0,0,0,0,
228,person,0.61,person_9,481,255,560,434,no,0,0,0,0,0,
229,car,0.47,car_13,1243,268,1342,349,no,0,0,0,0,0,
229,person,0.60,person_9,482,256,564,434,no,0,0,0,0,0,
230,car,0.42,car_13,1244,290,1338,348,no,0,0,0,0,0,
230,person,0.58,person_9,483,257,566,433,no,0,0,0,0,0,
231,car,0.46,car_13,1243,298,1328,347,no,0,0,0,0,0,
231,person,0.59,person_9,492,255,567,433,no,0,0,0,0,0,
232,car,0.48,car_13,1243,297,1323,347,no,0,0,0,0,0,
232,person,0.64,person_9,496,257,568,434,no,0,0,0,0,0,
233,car,0.48,car_13,1242,296,1323,347,no,0,0,0,0,0,
233,person,0.63,person_9,498,257,571,435,no,0,0,0,0,0,
234,car,0.49,car_13,1241,295,1322,348,no,0,0,0,0,0,
234,person,0.62,person_9,494,256,573,432,no,0,0,0,0,0,
235,car,0.49,car_13,1241,292,1322,348,no,0,0,0,0,0,
235,person,0.64,person_9,499,257,574,434,no,0,0,0,0,0,
236,car,0.50,car_13,1241,291,1321,349,no,0,0,0,0,0,
236,person,0.66,person_9,504,257,575,434,no,0,0,0,0,0,
237,car,0.49,car_13,1241,284,1326,350,no,0,0,0,0,0,
237,person,0.68,person_9,503,257,576,436,no,0,0,0,0,0,
238,car,0.50,car_13,1242,277,1331,350,no,0,0,0,0,0,
238,person,0.70,person_9,504,257,576,436,no,0,0,0,0,0,
239,car,0.53,car_13,1241,274,1335,351,no,0,0,0,0,0,
239,person,0.69,person_9,506,255,578,433,no,0,0,0,0,0,
240,car,0.53,car_13,1241,272,1337,351,no,0,0,0,0,0,
240,person,0.69,person_9,507,254,580,431,no,0,0,0,0,0,
241,car,0.44,car_13,1241,273,1332,349,no,0,0,0,0,0,
241,person,0.66,person_9,510,252,584,431,no,0,0,0,0,0,
242,car,0.50,car_13,1240,271,1333,348,no,0,0,0,0,0,
242,person,0.62,person_9,513,253,588,434,no,0,0,0,0,0,
243,car,0.47,car_13,1239,272,1330,348,no,0,0,0,0,0,
243,person,0.66,person_9,518,253,590,432,no,0,0,0,0,0,
244,car,0.50,car_13,1239,270,1333,348,no,0,0,0,0,0,
244,person,0.65,person_9,519,252,591,434,no,0,0,0,0,0,
245,car,0.49,car_13,1237,270,1337,349,no,0,0,0,0,0,
245,person,0.63,person_9,521,252,593,432,no,0,0,0,0,0,
246,car,0.44,car_13,1236,270,1339,350,no,0,0,0,0,0,
246,person,0.67,person_9,526,252,596,431,no,0,0,0,0,0,
247,person,0.71,person_9,529,255,599,429,no,0,0,0,0,0,
248,person,0.75,person_9,531,256,601,429,no,0,0,0,0,0,
249,person,0.71,person_9,533,257,603,428,no,0,0,0,0,0,
250,person,0.66,person_9,535,258,604,429,no,0,0,0,0,0,
251,person,0.65,person_9,536,257,608,428,no,0,0,0,0,0,
252,person,0.65,person_9,538,258,609,427,no,0,0,0,0,0,
253,person,0.61,person_9,541,259,611,426,no,0,0,0,0,0,
254,car,0.47,car_15,1433,314,1509,379,no,0,0,0,0,0,
254,person,0.56,person_9,544,257,613,426,no,0,0,0,0,0,
255,car,0.43,car_15,1432,315,1508,379,no,0,0,0,0,0,
255,person,0.60,person_9,545,257,614,427,no,0,0,0,0,0,
256,car,0.45,car_15,1432,314,1509,379,no,0,0,0,0,0,
256,car,0.42,car_13,1240,271,1323,348,no,0,0,0,0,0,
256,person,0.65,person_9,547,259,617,426,no,0,0,0,0,0,
257,car,0.50,car_15,1432,314,1509,379,no,0,0,0,0,0,
257,car,0.43,car_13,1240,271,1320,348,no,0,0,0,0,0,
257,person,0.63,person_9,549,257,618,426,no,0,0,0,0,0,
258,car,0.58,car_15,1433,314,1510,379,no,0,0,0,0,0,
258,car,0.46,car_13,1240,271,1320,348,no,0,0,0,0,0,
258,person,0.65,person_9,551,260,619,425,no,0,0,0,0,0,
259,car,0.56,car_15,1433,314,1509,379,no,0,0,0,0,0,
259,car,0.49,car_13,1239,271,1320,349,no,0,0,0,0,0,
259,person,0.64,person_9,552,260,619,425,no,0,0,0,0,0,
260,car,0.53,car_15,1432,315,1508,379,no,0,0,0,0,0,
260,car,0.49,car_13,1239,272,1318,349,no,0,0,0,0,0,
260,person,0.61,person_9,554,259,621,425,no,0,0,0,0,0,
261,car,0.50,car_15,1432,315,1508,379,no,0,0,0,0,0,
261,car,0.47,car_13,1239,272,1316,349,no,0,0,0,0,0,
261,person,0.67,person_9,556,258,622,426,no,0,0,0,0,0,
262,car,0.49,car_15,1432,316,1508,380,no,0,0,0,0,0,
262,car,0.48,car_13,1239,273,1315,349,no,0,0,0,0,0,
262,person,0.69,person_9,558,257,624,426,no,0,0,0,0,0,
263,car,0.53,car_15,1432,315,1509,380,no,0,0,0,0,0,
263,car,0.46,car_13,1240,273,1316,349,no,0,0,0,0,0,
263,person,0.68,person_9,559,258,626,426,no,0,0,0,0,0,
264,car,0.41,car_15,1432,315,1510,380,no,0,0,0,0,0,
264,car,0.42,car_13,1239,275,1315,348,no,0,0,0,0,0,
264,person,0.66,person_9,560,258,627,427,no,0,0,0,0,0,
265,person,0.69,person_9,560,258,628,427,no,0,0,0,0,0,
266,car,0.40,car_15,1432,314,1508,380,no,0,0,0,0,0,
266,car,0.41,car_13,1239,277,1312,348,no,0,0,0,0,0,
266,person,0.66,person_9,564,258,628,427,no,0,0,0,0,0,
267,car,0.46,car_15,1432,315,1507,380,no,0,0,0,0,0,
267,car,0.40,car_13,1238,283,1310,347,no,0,0,0,0,0,
267,person,0.61,person_9,569,260,627,425,no,0,0,0,0,0,
268,car,0.42,car_15,1432,315,1507,380,no,0,0,0,0,0,
268,car,0.44,car_13,1238,288,1306,346,no,0,0,0,0,0,
268,person,0.66,person_9,571,260,629,425,no,0,0,0,0,0,
269,person,0.61,person_9,573,260,631,424,no,0,0,0,0,0,
270,person,0.61,person_9,573,261,635,423,no,0,0,0,0,0,
271,car,0.40,car_13,1238,294,1305,346,no,0,0,0,0,0,
271,person,0.61,person_9,575,265,638,421,no,0,0,0,0,0,
272,car,0.43,car_13,1238,292,1306,347,no,0,0,0,0,0,
272,person,0.61,person_9,580,267,637,421,no,0,0,0,0,0,
273,person,0.58,person_9,582,268,637,421,no,0,0,0,0,0,
274,person,0.52,person_9,581,267,639,420,no,0,0,0,0,0,
275,person,0.57,person_9,583,267,638,420,no,0,0,0,0,0,
276,person,0.57,person_9,585,267,638,419,no,0,0,0,0,0,
277,person,0.56,person_9,585,264,641,421,no,0,0,0,0,0,
278,person,0.53,person_9,587,263,643,419,no,0,0,0,0,0,
279,person,0.53,person_9,589,260,647,417,no,0,0,0,0,0,
279,person,0.59,person_16,0,289,62,538,no,0,0,0,0,0,
280,person,0.44,person_9,592,261,649,416,no,0,0,0,0,0,
280,person,0.59,person_16,0,277,63,534,no,0,0,0,0,0,
281,person,0.53,person_9,593,259,665,415,no,0,0,0,0,0,
281,person,0.62,person_16,0,254,57,535,no,0,0,0,0,0,
282,person,0.46,person_9,595,259,668,415,no,0,0,0,0,0,
282,person,0.68,person_16,0,239,63,536,no,0,0,0,0,0,
283,person,0.46,person_9,591,260,667,416,no,0,0,0,0,0,
283,person,0.66,person_16,0,234,70,537,no,0,0,0,0,0,
283,person,0.44,person_17,1471,317,1506,388,no,0,0,0,0,0,
