fotograma,tipo_oggetto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
331,car,0.67,car_24,336,219,405,276,no,0,0,0,0,0,
331,person,0.52,person_34,638,197,668,274,no,0,0,0,0,0,
332,car,0.85,car_1,425,204,644,423,si,0.69,500,312,591,340,6694GYV
332,car,0.66,car_24,337,220,406,275,no,0,0,0,0,0,
332,car,0.49,car_14,405,198,449,243,no,0,0,0,0,0,
332,person,0.52,person_34,637,197,668,280,no,0,0,0,0,0,
333,car,0.86,car_1,425,204,648,423,si,0.69,500,312,591,340,6694GYV
333,car,0.65,car_24,338,220,405,275,no,0,0,0,0,0,
333,car,0.55,car_14,404,199,449,243,no,0,0,0,0,0,
333,person,0.58,person_34,636,197,667,283,no,0,0,0,0,0,
334,car,0.85,car_1,423,203,650,423,si,0.68,500,312,592,340,6694GYV
334,car,0.65,car_24,339,220,405,275,no,0,0,0,0,0,
334,car,0.54,car_14,405,198,449,243,no,0,0,0,0,0,
334,person,0.59,person_34,636,196,667,283,no,0,0,0,0,0,
335,car,0.87,car_1,423,203,651,423,si,0.66,499,312,585,340,6694GYV
335,car,0.66,car_24,341,219,408,274,no,0,0,0,0,0,
335,car,0.56,car_14,406,198,449,243,no,0,0,0,0,0,
335,person,0.58,person_34,636,196,667,284,no,0,0,0,0,0,
336,car,0.86,car_1,423,202,651,423,si,0.64,499,312,581,339,6694GYV
336,car,0.66,car_24,343,216,407,274,no,0,0,0,0,0,
336,car,0.52,car_14,407,198,449,243,no,0,0,0,0,0,
336,person,0.54,person_34,636,196,667,284,no,0,0,0,0,0,
337,car,0.86,car_1,422,203,651,423,si,0.62,499,312,581,339,6694GYV
337,car,0.70,car_24,343,213,409,274,no,0,0,0,0,0,
337,car,0.62,car_14,408,198,449,243,no,0,0,0,0,0,
337,person,0.58,person_34,636,194,667,283,no,0,0,0,0,0,
338,car,0.87,car_1,421,203,651,423,si,0.61,499,312,584,340,6694GYV
338,car,0.72,car_24,344,211,412,273,no,0,0,0,0,0,
338,car,0.53,car_14,409,197,450,244,no,0,0,0,0,0,
338,person,0.51,person_34,636,193,667,282,no,0,0,0,0,0,
339,car,0.87,car_1,421,203,651,423,si,0.60,499,312,588,339,6694GYV
339,car,0.80,car_24,346,212,418,272,no,0,0,0,0,0,
339,car,0.50,car_14,409,197,451,244,no,0,0,0,0,0,
339,person,0.52,person_34,635,193,667,283,no,0,0,0,0,0,
340,car,0.87,car_1,420,204,651,423,si,0.58,499,312,593,339,6694GYV
340,car,0.78,car_24,347,212,419,270,no,0,0,0,0,0,
340,car,0.52,car_14,409,196,452,244,no,0,0,0,0,0,
340,person,0.47,person_34,635,193,667,284,no,0,0,0,0,0,
341,car,0.87,car_1,419,203,650,423,si,0.57,499,312,590,339,6694GYV
341,car,0.76,car_24,349,210,419,270,no,0,0,0,0,0,
341,car,0.49,car_14,409,197,452,244,no,0,0,0,0,0,
341,person,0.60,person_34,635,193,667,284,no,0,0,0,0,0,
342,car,0.87,car_1,418,204,650,423,si,0.56,499,312,584,339,6694GYV
342,car,0.74,car_24,350,209,420,269,no,0,0,0,0,0,
342,car,0.52,car_14,410,197,452,243,no,0,0,0,0,0,
342,person,0.64,person_34,635,193,666,284,no,0,0,0,0,0,
343,car,0.86,car_1,417,204,649,422,si,0.54,499,312,585,339,6694GYV
343,car,0.79,car_24,354,209,420,268,no,0,0,0,0,0,
343,car,0.45,car_14,411,196,451,243,no,0,0,0,0,0,
343,person,0.59,person_34,635,193,666,287,no,0,0,0,0,0,
344,car,0.87,car_1,416,202,649,423,si,0.55,498,312,580,339,6694GYV
344,car,0.80,car_24,357,211,420,268,no,0,0,0,0,0,
344,car,0.52,car_14,411,197,451,242,no,0,0,0,0,0,
344,person,0.53,person_34,635,193,666,287,no,0,0,0,0,0,
345,car,0.87,car_1,416,202,648,422,si,0.54,498,312,580,339,6694GYV
345,car,0.78,car_24,358,211,420,267,no,0,0,0,0,0,
345,car,0.51,car_14,411,197,451,242,no,0,0,0,0,0,
345,person,0.41,person_34,634,194,665,289,no,0,0,0,0,0,
346,car,0.86,car_1,416,201,648,422,si,0.53,497,312,586,339,6694GYV
346,car,0.75,car_24,358,210,420,266,no,0,0,0,0,0,
346,car,0.53,car_14,411,197,450,241,no,0,0,0,0,0,
347,car,0.85,car_1,416,201,648,422,si,0.52,497,312,593,339,6694GYV
347,car,0.77,car_24,359,209,419,266,no,0,0,0,0,0,
347,car,0.41,car_14,412,198,450,241,no,0,0,0,0,0,
348,car,0.85,car_1,417,201,647,422,si,0.51,497,312,585,339,6694GYV
348,car,0.73,car_24,359,207,420,267,no,0,0,0,0,0,
349,car,0.86,car_1,417,202,647,422,si,0.50,497,312,584,340,6694GYV
349,car,0.72,car_24,359,208,419,266,no,0,0,0,0,0,
349,car,0.43,car_14,413,198,450,239,no,0,0,0,0,0,
350,car,0.84,car_1,418,201,647,422,si,0.51,497,312,592,339,6694GYV
350,car,0.75,car_24,360,208,418,265,no,0,0,0,0,0,
350,car,0.46,car_14,413,198,450,238,no,0,0,0,0,0,
350,person,0.50,person_34,633,196,662,286,no,0,0,0,0,0,
351,car,0.85,car_1,418,201,646,422,si,0.52,497,312,589,339,6694GYV
351,car,0.76,car_24,361,208,418,265,no,0,0,0,0,0,
351,person,0.48,person_34,633,197,661,285,no,0,0,0,0,0,
352,car,0.85,car_1,418,202,647,422,si,0.53,498,312,591,339,6694GYV
352,car,0.77,car_24,362,209,419,264,no,0,0,0,0,0,
352,person,0.60,person_34,633,197,661,284,no,0,0,0,0,0,
