fotograma,tipo_oggetto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1,car,0.81,car_-1,417,212,640,421,si,0.00,497,317,575,343,
1,person,0.77,person_-1,750,201,796,360,no,0,0,0,0,0,
1,person,0.76,person_-1,620,197,673,356,no,0,0,0,0,0,
1,person,0.69,person_-1,689,196,742,362,no,0,0,0,0,0,
2,car,0.80,car_1,417,212,641,421,si,1.00,496,316,575,343,669LGYV
2,person,0.73,person_3,749,201,796,360,no,0,0,0,0,0,
2,person,0.76,person_4,619,196,672,355,no,0,0,0,0,0,
2,person,0.69,person_5,688,196,741,361,no,0,0,0,0,0,
3,car,0.78,car_1,417,212,641,420,si,0.50,496,316,576,343,669LGYV
3,person,0.74,person_3,747,201,796,360,no,0,0,0,0,0,
3,person,0.76,person_4,619,197,672,353,no,0,0,0,0,0,
3,person,0.68,person_5,687,195,739,361,no,0,0,0,0,0,
4,car,0.77,car_1,417,214,640,421,si,0.67,496,316,576,343,669LGYV
4,person,0.71,person_3,745,201,795,360,no,0,0,0,0,0,
4,person,0.72,person_4,616,199,671,353,no,0,0,0,0,0,
4,person,0.67,person_5,686,195,737,361,no,0,0,0,0,0,
5,car,0.78,car_1,417,215,642,421,si,0.75,496,317,576,344,669LGYV
5,person,0.71,person_3,743,201,792,360,no,0,0,0,0,0,
5,person,0.71,person_4,615,200,670,354,no,0,0,0,0,0,
5,person,0.60,person_5,687,197,734,360,no,0,0,0,0,0,
6,car,0.78,car_1,417,214,644,421,si,0.80,496,317,575,344,669LGYV
6,person,0.72,person_3,741,200,792,359,no,0,0,0,0,0,
6,person,0.73,person_4,614,199,669,353,no,0,0,0,0,0,
6,person,0.66,person_5,687,195,733,360,no,0,0,0,0,0,
7,car,0.78,car_1,415,214,635,421,si,0.83,496,317,575,344,669LGYV
7,person,0.74,person_3,740,200,791,359,no,0,0,0,0,0,
7,person,0.74,person_4,613,198,669,353,no,0,0,0,0,0,
7,person,0.66,person_5,687,193,733,359,no,0,0,0,0,0,
8,car,0.77,car_1,415,213,632,422,si,0.71,496,316,578,344,669LGYV
8,person,0.72,person_3,739,200,791,359,no,0,0,0,0,0,
8,person,0.73,person_4,612,198,669,352,no,0,0,0,0,0,
8,person,0.68,person_5,686,192,732,359,no,0,0,0,0,0,
9,car,0.77,car_1,415,213,632,422,si,0.62,496,316,578,345,669LGYV
9,person,0.77,person_3,738,200,791,358,no,0,0,0,0,0,
9,person,0.74,person_4,611,198,668,351,no,0,0,0,0,0,
9,person,0.68,person_5,686,192,731,359,no,0,0,0,0,0,
10,car,0.78,car_1,414,213,632,422,si,0.56,495,317,578,345,669LGYV
10,person,0.78,person_3,738,199,792,356,no,0,0,0,0,0,
10,person,0.75,person_4,612,199,668,350,no,0,0,0,0,0,
10,person,0.66,person_5,686,190,731,359,no,0,0,0,0,0,
11,car,0.76,car_1,414,212,632,422,si,0.50,495,317,578,345,669LGYV
11,person,0.80,person_3,738,199,792,355,no,0,0,0,0,0,
11,person,0.75,person_4,611,199,667,350,no,0,0,0,0,0,
11,person,0.63,person_5,685,190,730,358,no,0,0,0,0,0,
12,car,0.76,car_1,414,211,631,422,si,0.45,495,316,578,345,669LGYV
12,person,0.80,person_3,738,199,791,354,no,0,0,0,0,0,
12,person,0.75,person_4,611,200,666,350,no,0,0,0,0,0,
12,person,0.66,person_5,685,191,730,358,no,0,0,0,0,0,
13,car,0.79,car_1,414,210,633,422,si,0.50,495,316,579,345,6694GYV
13,person,0.79,person_3,737,199,791,353,no,0,0,0,0,0,
13,person,0.75,person_4,611,199,666,348,no,0,0,0,0,0,
13,person,0.68,person_5,685,194,730,358,no,0,0,0,0,0,
14,car,0.80,car_1,414,211,634,422,si,0.54,495,317,577,345,6694GYV
14,person,0.78,person_3,737,200,791,352,no,0,0,0,0,0,
14,person,0.71,person_4,612,200,667,349,no,0,0,0,0,0,
14,person,0.65,person_5,685,197,729,358,no,0,0,0,0,0,
15,car,0.80,car_1,414,211,637,422,si,0.50,495,317,577,345,6694GYV
15,person,0.80,person_3,736,200,791,352,no,0,0,0,0,0,
15,person,0.41,person_4,613,200,668,349,no,0,0,0,0,0,
15,person,0.64,person_5,685,196,727,355,no,0,0,0,0,0,
16,car,0.81,car_1,414,212,639,422,si,0.47,495,317,577,345,6694GYV
16,person,0.79,person_3,735,200,790,352,no,0,0,0,0,0,
16,person,0.64,person_5,684,197,727,357,no,0,0,0,0,0,
17,car,0.80,car_1,414,212,642,422,si,0.50,495,317,577,346,6694GYV
17,person,0.73,person_3,734,201,790,352,no,0,0,0,0,0,
17,person,0.65,person_5,685,198,727,355,no,0,0,0,0,0,
18,car,0.79,car_1,414,212,645,422,si,0.53,495,317,578,346,6694GYV
18,person,0.73,person_3,734,202,787,352,no,0,0,0,0,0,
18,person,0.65,person_5,684,199,727,358,no,0,0,0,0,0,
19,car,0.79,car_1,414,213,647,422,si,0.56,495,317,578,346,6694GYV
19,person,0.75,person_3,734,202,784,352,no,0,0,0,0,0,
19,person,0.63,person_5,684,198,727,357,no,0,0,0,0,0,
20,car,0.79,car_1,414,214,648,422,si,0.53,495,317,578,346,6694GYV
20,person,0.74,person_3,733,203,784,352,no,0,0,0,0,0,
20,person,0.63,person_5,684,198,727,357,no,0,0,0,0,0,
21,car,0.80,car_1,415,214,649,422,si,0.50,495,317,576,346,6694GYV
21,person,0.75,person_3,733,202,783,351,no,0,0,0,0,0,
21,person,0.61,person_5,685,198,727,356,no,0,0,0,0,0,
22,car,0.79,car_1,415,214,647,422,si,0.48,495,317,578,346,6694GYV
22,person,0.75,person_3,732,202,781,351,no,0,0,0,0,0,
22,person,0.62,person_5,685,197,727,355,no,0,0,0,0,0,
23,car,0.79,car_1,415,214,644,422,si,0.45,495,317,577,346,6694GYV
23,person,0.74,person_3,732,202,780,351,no,0,0,0,0,0,
23,person,0.62,person_5,685,197,727,353,no,0,0,0,0,0,
23,person,0.50,person_4,610,197,667,346,no,0,0,0,0,0,
24,car,0.79,car_1,417,213,646,423,si,0.48,495,317,576,346,6694GYV
24,person,0.75,person_3,731,201,778,349,no,0,0,0,0,0,
24,person,0.60,person_5,684,196,726,352,no,0,0,0,0,0,
24,person,0.52,person_4,610,196,667,346,no,0,0,0,0,0,
25,car,0.77,car_1,417,212,646,423,si,0.50,495,317,576,346,6694GYV
25,person,0.75,person_3,730,200,777,347,no,0,0,0,0,0,
25,person,0.62,person_5,685,195,726,351,no,0,0,0,0,0,
25,person,0.41,person_4,609,196,667,345,no,0,0,0,0,0,
26,car,0.77,car_1,418,211,647,423,si,0.52,496,317,576,346,6694GYV
26,person,0.74,person_3,730,199,776,345,no,0,0,0,0,0,
26,person,0.56,person_5,685,195,726,350,no,0,0,0,0,0,
27,car,0.78,car_1,416,211,645,423,si,0.50,496,317,577,347,6694GYV
27,person,0.73,person_3,730,198,776,343,no,0,0,0,0,0,
27,person,0.62,person_5,685,195,726,348,no,0,0,0,0,0,
28,car,0.76,car_1,418,210,645,423,si,0.52,496,317,578,348,6694GYV
28,person,0.74,person_3,729,198,776,343,no,0,0,0,0,0,
28,person,0.53,person_5,686,195,725,348,no,0,0,0,0,0,
29,car,0.77,car_1,417,210,640,423,si,0.54,496,317,577,348,6694GYV
29,person,0.76,person_3,728,198,775,343,no,0,0,0,0,0,
29,person,0.46,person_5,686,194,724,348,no,0,0,0,0,0,
30,car,0.78,car_1,416,210,638,422,si,0.55,496,317,577,348,6694GYV
30,person,0.77,person_3,728,197,773,344,no,0,0,0,0,0,
30,person,0.54,person_5,685,193,723,347,no,0,0,0,0,0,
31,car,0.76,car_1,416,210,638,423,si,0.57,497,317,580,348,6694GYV
31,person,0.76,person_3,728,197,772,345,no,0,0,0,0,0,
31,person,0.52,person_5,685,193,723,348,no,0,0,0,0,0,
32,car,0.77,car_1,418,210,643,423,si,0.55,497,317,588,348,6694GYV
32,person,0.74,person_3,727,197,771,346,no,0,0,0,0,0,
32,person,0.55,person_5,685,193,723,349,no,0,0,0,0,0,
33,car,0.79,car_1,418,211,646,423,si,0.53,498,317,588,348,6694GYV
33,person,0.73,person_3,727,198,771,346,no,0,0,0,0,0,
33,person,0.53,person_5,684,193,723,350,no,0,0,0,0,0,
34,car,0.78,car_1,418,211,646,423,si,0.52,497,317,583,348,6694GYV
34,person,0.71,person_3,727,199,770,344,no,0,0,0,0,0,
34,person,0.53,person_5,684,193,723,349,no,0,0,0,0,0,
34,person,0.40,person_4,609,196,666,345,no,0,0,0,0,0,
35,car,0.79,car_1,419,209,646,423,si,0.53,497,317,583,348,6694GYV
35,person,0.70,person_3,726,199,769,345,no,0,0,0,0,0,
35,person,0.49,person_5,683,193,722,348,no,0,0,0,0,0,
36,car,0.78,car_1,419,209,647,423,si,0.54,497,317,582,348,6694GYV
36,person,0.65,person_3,726,200,768,346,no,0,0,0,0,0,
36,person,0.48,person_5,684,194,722,349,no,0,0,0,0,0,
37,car,0.77,car_1,419,210,647,424,si,0.56,497,317,580,348,6694GYV
37,person,0.60,person_3,726,200,767,346,no,0,0,0,0,0,
37,person,0.44,person_5,684,195,722,349,no,0,0,0,0,0,
37,person,0.42,person_4,609,198,665,346,no,0,0,0,0,0,
38,car,0.79,car_1,419,212,648,424,si,0.54,497,317,581,348,6694GYV
38,person,0.61,person_3,726,201,766,346,no,0,0,0,0,0,
38,person,0.49,person_5,684,195,723,349,no,0,0,0,0,0,
39,car,0.78,car_1,419,212,649,424,si,0.55,497,317,579,348,6694GYV
39,person,0.62,person_3,726,202,765,346,no,0,0,0,0,0,
40,car,0.79,car_1,419,212,648,424,si,0.54,497,317,577,348,6694GYV
40,person,0.65,person_3,722,203,764,346,no,0,0,0,0,0,
41,car,0.78,car_1,419,213,648,423,si,0.55,496,317,577,348,6694GYV
41,person,0.66,person_3,722,202,763,348,no,0,0,0,0,0,
42,car,0.80,car_1,419,215,648,424,si,0.54,496,317,577,348,6694GYV
42,person,0.67,person_3,721,203,764,347,no,0,0,0,0,0,
43,car,0.80,car_1,418,215,648,424,si,0.55,496,317,576,348,6694GYV
43,person,0.72,person_3,720,202,763,348,no,0,0,0,0,0,
44,car,0.80,car_1,418,215,648,424,si,0.56,497,317,576,347,6694GYV
44,person,0.74,person_3,718,202,762,349,no,0,0,0,0,0,
45,car,0.80,car_1,418,214,648,425,si,0.57,497,317,576,347,6694GYV
45,person,0.74,person_3,718,202,763,348,no,0,0,0,0,0,
46,car,0.84,car_1,418,213,649,425,si,0.58,497,317,576,347,6694GYV
46,person,0.73,person_3,717,202,763,348,no,0,0,0,0,0,
47,car,0.85,car_1,418,214,651,425,si,0.59,497,317,576,347,6694GYV
47,car,0.46,car_6,262,211,321,241,no,0,0,0,0,0,
47,person,0.74,person_3,716,202,762,346,no,0,0,0,0,0,
48,car,0.84,car_1,418,214,652,425,si,0.60,497,317,576,347,6694GYV
48,car,0.45,car_6,263,211,321,241,no,0,0,0,0,0,
48,person,0.74,person_3,716,202,762,344,no,0,0,0,0,0,
49,car,0.83,car_1,418,213,650,425,si,0.60,497,317,576,347,6694GYV
49,person,0.73,person_3,716,202,762,343,no,0,0,0,0,0,
50,car,0.84,car_1,418,213,650,425,si,0.61,497,317,576,346,6694GYV
50,person,0.71,person_3,715,202,760,343,no,0,0,0,0,0,
50,person,0.49,person_5,685,202,719,344,no,0,0,0,0,0,
51,car,0.84,car_1,418,213,649,425,si,0.60,497,317,575,345,6694GYV
51,person,0.75,person_3,714,202,758,342,no,0,0,0,0,0,
52,car,0.84,car_1,418,213,647,426,si,0.61,497,317,575,345,6694GYV
52,person,0.74,person_3,714,202,757,341,no,0,0,0,0,0,
53,car,0.84,car_1,419,212,646,426,si,0.62,497,318,577,345,6694GYV
53,person,0.71,person_3,714,202,756,339,no,0,0,0,0,0,
54,car,0.84,car_1,420,212,646,426,si,0.62,497,318,576,345,6694GYV
54,person,0.70,person_3,714,202,756,338,no,0,0,0,0,0,
55,car,0.85,car_1,420,212,644,426,si,0.61,498,318,575,344,6694GYV
55,person,0.70,person_3,714,201,755,338,no,0,0,0,0,0,
56,car,0.85,car_1,420,212,644,426,si,0.62,499,318,576,345,6694GYV
56,person,0.70,person_3,714,201,755,339,no,0,0,0,0,0,
57,car,0.85,car_1,421,212,644,426,si,0.62,499,318,577,345,6694GYV
57,person,0.63,person_3,714,201,754,341,no,0,0,0,0,0,
58,car,0.85,car_1,421,212,645,426,si,0.63,499,318,576,345,6694GYV
58,person,0.67,person_3,714,201,753,340,no,0,0,0,0,0,
59,car,0.85,car_1,420,213,646,426,si,0.64,499,318,576,345,6694GYV
59,person,0.70,person_3,713,201,753,340,no,0,0,0,0,0,
60,car,0.86,car_1,419,215,647,425,si,0.64,499,318,576,345,6694GYV
60,person,0.74,person_3,712,200,753,339,no,0,0,0,0,0,
61,car,0.86,car_1,419,216,648,425,si,0.63,499,318,576,345,6694GYV
61,person,0.71,person_3,713,201,753,338,no,0,0,0,0,0,
62,car,0.87,car_1,418,217,648,425,si,0.62,499,318,576,346,6694GYV
62,person,0.71,person_3,713,201,752,336,no,0,0,0,0,0,
63,car,0.86,car_1,418,218,649,425,si,0.61,499,317,576,346,6694GYV
63,car,0.43,car_8,327,217,366,236,no,0,0,0,0,0,
63,person,0.70,person_3,712,201,750,334,no,0,0,0,0,0,
64,car,0.87,car_1,418,220,649,425,si,0.62,499,318,577,346,6694GYV
64,person,0.69,person_3,711,201,750,333,no,0,0,0,0,0,
65,car,0.88,car_1,419,220,649,425,si,0.62,500,317,578,347,6694GYV
65,person,0.66,person_3,712,200,749,332,no,0,0,0,0,0,
66,car,0.88,car_1,419,220,649,425,si,0.62,500,318,577,347,6694GYV
66,person,0.64,person_3,712,200,749,331,no,0,0,0,0,0,
67,car,0.88,car_1,419,220,649,425,si,0.61,501,318,576,347,6694GYV
67,person,0.66,person_3,710,201,748,330,no,0,0,0,0,0,
68,car,0.88,car_1,418,220,649,424,si,0.61,502,318,577,347,6694GYV
68,person,0.60,person_3,709,201,747,330,no,0,0,0,0,0,
69,car,0.88,car_1,417,219,649,424,si,0.62,502,318,577,347,6694GYV
69,person,0.49,person_3,707,200,746,330,no,0,0,0,0,0,
70,car,0.88,car_1,416,219,650,424,si,0.62,502,318,577,347,6694GYV
70,person,0.45,person_3,706,198,741,327,no,0,0,0,0,0,
71,car,0.88,car_1,416,218,650,425,si,0.63,502,318,577,347,6694GYV
71,person,0.53,person_3,695,200,738,326,no,0,0,0,0,0,
72,car,0.88,car_1,417,219,650,425,si,0.63,502,318,578,347,6694GYV
72,person,0.44,person_3,701,198,738,326,no,0,0,0,0,0,
73,car,0.88,car_1,417,219,650,425,si,0.64,502,318,578,347,6694GYV
73,person,0.53,person_3,694,199,737,328,no,0,0,0,0,0,
74,car,0.88,car_1,418,217,650,425,si,0.63,502,318,578,347,6694GYV
74,person,0.69,person_3,691,200,735,331,no,0,0,0,0,0,
75,car,0.88,car_1,418,217,650,425,si,0.62,502,318,578,348,6694GYV
75,person,0.69,person_3,690,200,734,331,no,0,0,0,0,0,
76,car,0.88,car_1,419,217,650,425,si,0.63,500,318,578,347,6694GYV
76,person,0.70,person_3,689,200,733,331,no,0,0,0,0,0,
77,car,0.88,car_1,419,216,651,425,si,0.63,501,318,578,347,6694GYV
77,person,0.72,person_3,689,201,732,331,no,0,0,0,0,0,
78,car,0.88,car_1,418,216,651,425,si,0.64,501,319,579,347,6694GYV
78,person,0.74,person_3,689,201,731,331,no,0,0,0,0,0,
79,car,0.88,car_1,418,215,651,425,si,0.64,502,319,579,347,6694GYV
79,person,0.74,person_3,689,200,730,332,no,0,0,0,0,0,
80,car,0.88,car_1,417,215,651,425,si,0.65,502,319,579,347,6694GYV
80,person,0.72,person_3,689,200,730,332,no,0,0,0,0,0,
81,car,0.88,car_1,416,215,651,425,si,0.65,502,319,581,347,6694GYV
81,person,0.73,person_3,690,200,730,332,no,0,0,0,0,0,
82,car,0.89,car_1,415,217,652,425,si,0.65,503,319,580,347,6694GYV
82,person,0.68,person_3,690,199,731,331,no,0,0,0,0,0,
83,car,0.90,car_1,415,215,652,425,si,0.65,503,319,580,347,6694GYV
83,person,0.70,person_3,691,199,731,330,no,0,0,0,0,0,
84,car,0.90,car_1,415,215,652,425,si,0.65,503,319,580,347,6694GYV
84,person,0.74,person_3,691,199,731,332,no,0,0,0,0,0,
85,car,0.90,car_1,415,216,652,425,si,0.64,504,320,579,347,6694GYV
85,person,0.74,person_3,692,199,731,331,no,0,0,0,0,0,
86,car,0.89,car_1,416,214,653,425,si,0.65,505,320,579,346,6694GYV
86,person,0.75,person_3,692,200,732,331,no,0,0,0,0,0,
87,car,0.89,car_1,418,214,653,425,si,0.64,505,320,580,347,6694GYV
87,person,0.75,person_3,692,200,732,330,no,0,0,0,0,0,
88,car,0.90,car_1,418,215,654,425,si,0.64,504,320,579,347,6694GYV
88,person,0.66,person_3,692,200,732,328,no,0,0,0,0,0,
89,car,0.90,car_1,419,216,654,425,si,0.65,504,320,579,347,6694GYV
89,person,0.67,person_3,692,200,732,328,no,0,0,0,0,0,
90,car,0.90,car_1,420,218,654,425,si,0.65,504,320,578,347,6694GYV
90,person,0.66,person_3,693,200,732,327,no,0,0,0,0,0,
91,car,0.90,car_1,420,219,653,425,si,0.66,504,319,578,347,6694GYV
91,person,0.69,person_3,692,199,732,327,no,0,0,0,0,0,
92,car,0.90,car_1,420,219,653,425,si,0.65,504,319,578,348,6694GYV
92,person,0.71,person_3,692,200,732,328,no,0,0,0,0,0,
93,car,0.90,car_1,420,220,653,425,si,0.64,504,319,578,348,6694GYV
93,person,0.73,person_3,693,200,732,328,no,0,0,0,0,0,
94,car,0.90,car_1,420,219,654,425,si,0.63,504,319,578,348,6694GYV
94,person,0.75,person_3,693,200,733,328,no,0,0,0,0,0,
95,car,0.90,car_1,421,219,654,425,si,0.64,505,319,579,348,6694GYV
95,person,0.75,person_3,693,201,733,329,no,0,0,0,0,0,
96,car,0.89,car_1,421,219,654,425,si,0.64,505,319,580,348,6694GYV
96,person,0.74,person_3,693,201,732,329,no,0,0,0,0,0,
97,car,0.90,car_1,422,218,654,425,si,0.65,505,319,579,347,6694GYV
97,person,0.76,person_3,693,201,732,328,no,0,0,0,0,0,
98,car,0.89,car_1,422,220,654,425,si,0.65,505,319,578,347,6694GYV
98,person,0.74,person_3,693,201,732,328,no,0,0,0,0,0,
99,car,0.90,car_1,423,221,654,425,si,0.64,505,319,578,347,6694GYV
99,person,0.75,person_3,693,202,732,328,no,0,0,0,0,0,
100,car,0.90,car_1,424,221,654,425,si,0.65,505,319,578,347,6694GYV
100,person,0.74,person_3,693,202,732,328,no,0,0,0,0,0,
100,person,0.47,person_10,653,200,691,326,no,0,0,0,0,0,
101,car,0.89,car_1,424,221,654,425,si,0.64,505,319,579,347,6694GYV
101,person,0.73,person_3,693,203,732,327,no,0,0,0,0,0,
101,person,0.51,person_10,652,200,691,326,no,0,0,0,0,0,
102,car,0.89,car_1,423,222,655,426,si,0.64,506,319,579,347,6694GYV
102,person,0.74,person_3,693,202,731,327,no,0,0,0,0,0,
102,person,0.56,person_10,652,199,691,326,no,0,0,0,0,0,
103,car,0.89,car_1,423,220,655,426,si,0.65,506,319,582,347,6694GYV
103,person,0.73,person_3,694,202,731,327,no,0,0,0,0,0,
103,person,0.60,person_10,651,198,691,326,no,0,0,0,0,0,
104,car,0.89,car_1,424,219,655,425,si,0.65,505,319,582,347,6694GYV
104,person,0.74,person_3,694,202,730,328,no,0,0,0,0,0,
104,person,0.61,person_10,651,198,691,327,no,0,0,0,0,0,
105,car,0.89,car_1,425,219,655,425,si,0.64,505,319,583,348,6694GYV
105,person,0.72,person_3,694,201,730,327,no,0,0,0,0,0,
105,person,0.61,person_10,651,198,691,327,no,0,0,0,0,0,
106,car,0.88,car_1,426,221,655,425,si,0.64,505,319,583,348,6694GYV
106,person,0.75,person_3,694,202,730,328,no,0,0,0,0,0,
106,person,0.61,person_10,650,198,691,327,no,0,0,0,0,0,
107,car,0.88,car_1,425,221,655,425,si,0.63,505,319,584,348,6694GYV
107,person,0.74,person_3,694,202,730,328,no,0,0,0,0,0,
107,person,0.61,person_10,650,198,691,327,no,0,0,0,0,0,
108,car,0.88,car_1,426,221,655,425,si,0.63,505,318,583,348,6694GYV
108,person,0.74,person_3,694,203,729,327,no,0,0,0,0,0,
108,person,0.61,person_10,649,199,691,326,no,0,0,0,0,0,
109,car,0.88,car_1,427,221,655,425,si,0.62,505,319,583,348,6694GYV
109,person,0.69,person_3,695,202,729,324,no,0,0,0,0,0,
109,person,0.61,person_10,649,198,692,324,no,0,0,0,0,0,
110,car,0.88,car_1,428,221,655,425,si,0.62,505,318,584,347,6694GYV
110,person,0.68,person_3,695,202,728,322,no,0,0,0,0,0,
110,person,0.61,person_10,649,198,692,324,no,0,0,0,0,0,
111,car,0.88,car_1,428,221,655,424,si,0.63,505,318,583,347,6694GYV
111,person,0.67,person_3,695,202,728,321,no,0,0,0,0,0,
111,person,0.59,person_10,649,198,691,324,no,0,0,0,0,0,
112,car,0.88,car_1,428,220,655,424,si,0.63,505,318,584,347,6694GYV
112,person,0.63,person_3,696,202,727,320,no,0,0,0,0,0,
112,person,0.57,person_10,650,198,691,324,no,0,0,0,0,0,
113,car,0.88,car_1,428,220,655,424,si,0.63,505,318,584,347,6694GYV
113,person,0.62,person_3,696,201,727,319,no,0,0,0,0,0,
113,person,0.58,person_10,650,198,692,324,no,0,0,0,0,0,
114,car,0.88,car_1,428,221,655,424,si,0.64,505,318,584,347,6694GYV
114,person,0.60,person_3,696,201,726,320,no,0,0,0,0,0,
114,person,0.60,person_10,650,198,691,322,no,0,0,0,0,0,
115,car,0.88,car_1,428,221,654,425,si,0.64,505,318,584,347,6694GYV
115,person,0.61,person_3,696,201,726,320,no,0,0,0,0,0,
115,person,0.61,person_10,650,197,691,321,no,0,0,0,0,0,
116,car,0.88,car_1,428,220,654,425,si,0.64,505,318,584,346,6694GYV
116,person,0.56,person_3,693,201,725,320,no,0,0,0,0,0,
116,person,0.64,person_10,650,197,691,321,no,0,0,0,0,0,
117,car,0.88,car_1,429,221,654,425,si,0.64,506,318,585,346,6694GYV
117,person,0.47,person_3,691,201,725,321,no,0,0,0,0,0,
117,person,0.60,person_10,651,196,691,321,no,0,0,0,0,0,
118,car,0.87,car_1,429,221,654,425,si,0.63,506,318,587,346,6694GYV
118,person,0.63,person_10,652,194,689,322,no,0,0,0,0,0,
119,car,0.88,car_1,430,221,654,425,si,0.63,506,318,586,346,6694GYV
119,person,0.62,person_10,652,193,688,321,no,0,0,0,0,0,
120,car,0.88,car_1,431,221,655,425,si,0.63,506,318,586,346,6694GYV
120,person,0.59,person_10,652,192,688,321,no,0,0,0,0,0,
121,car,0.88,car_1,431,220,655,425,si,0.63,506,318,587,346,6694GYV
121,person,0.58,person_10,652,191,688,321,no,0,0,0,0,0,
121,person,0.48,person_3,688,203,721,324,no,0,0,0,0,0,
122,car,0.88,car_1,432,219,655,425,si,0.63,507,318,587,346,6694GYV
122,person,0.63,person_10,652,191,688,320,no,0,0,0,0,0,
122,person,0.47,person_3,688,203,720,323,no,0,0,0,0,0,
123,car,0.88,car_1,433,218,656,425,si,0.63,507,318,586,346,6694GYV
123,person,0.67,person_10,651,192,688,319,no,0,0,0,0,0,
123,person,0.45,person_3,688,203,720,322,no,0,0,0,0,0,
124,car,0.88,car_1,435,219,656,425,si,0.63,507,318,588,346,6694GYV
124,person,0.69,person_10,651,193,689,319,no,0,0,0,0,0,
125,car,0.89,car_1,435,217,657,425,si,0.64,507,318,588,346,6694GYV
125,person,0.65,person_10,651,193,689,318,no,0,0,0,0,0,
126,car,0.89,car_1,435,216,657,425,si,0.64,507,318,589,346,6694GYV
126,person,0.65,person_10,651,193,689,319,no,0,0,0,0,0,
127,car,0.89,car_1,435,216,657,425,si,0.64,507,318,594,346,6694GYV
127,person,0.66,person_10,651,194,689,319,no,0,0,0,0,0,
128,car,0.89,car_1,435,217,657,425,si,0.65,507,318,590,347,6694GYV
128,person,0.63,person_10,651,194,689,319,no,0,0,0,0,0,
129,car,0.88,car_1,436,216,657,425,si,0.65,507,318,592,347,6694GYV
129,person,0.65,person_10,651,193,688,319,no,0,0,0,0,0,
130,car,0.89,car_1,437,217,657,425,si,0.65,508,318,589,347,6694GYV
130,person,0.59,person_10,649,195,688,320,no,0,0,0,0,0,
131,car,0.89,car_1,438,217,657,425,si,0.65,508,318,588,347,6694GYV
131,person,0.54,person_10,648,195,688,320,no,0,0,0,0,0,
132,car,0.88,car_1,438,217,657,425,si,0.66,509,318,587,347,6694GYV
132,person,0.68,person_10,649,195,688,319,no,0,0,0,0,0,
133,car,0.88,car_1,438,218,657,425,si,0.66,509,318,587,347,6694GYV
133,person,0.66,person_10,649,195,687,319,no,0,0,0,0,0,
134,car,0.89,car_1,439,217,657,425,si,0.66,509,318,589,348,6694GYV
134,person,0.60,person_10,650,196,687,318,no,0,0,0,0,0,
135,car,0.89,car_1,439,217,658,425,si,0.66,509,318,589,348,6694GYV
135,person,0.66,person_10,649,196,687,318,no,0,0,0,0,0,
136,car,0.89,car_1,439,217,658,425,si,0.67,509,318,587,348,6694GYV
136,person,0.67,person_10,648,196,686,318,no,0,0,0,0,0,
137,car,0.89,car_1,439,217,658,425,si,0.67,510,319,585,347,6694GYV
137,person,0.66,person_10,647,198,685,318,no,0,0,0,0,0,
138,car,0.89,car_1,439,218,658,425,si,0.67,510,319,585,348,6694GYV
138,person,0.69,person_10,646,199,685,318,no,0,0,0,0,0,
139,car,0.89,car_1,439,219,658,426,si,0.67,510,319,585,348,6694GYV
139,person,0.72,person_10,646,197,685,318,no,0,0,0,0,0,
140,car,0.89,car_1,439,219,658,426,si,0.68,510,319,588,347,6694GYV
140,person,0.69,person_10,647,196,685,318,no,0,0,0,0,0,
141,car,0.89,car_1,439,219,658,426,si,0.68,509,319,587,347,6694GYV
141,person,0.67,person_10,647,194,686,317,no,0,0,0,0,0,
142,car,0.89,car_1,440,219,658,425,si,0.68,509,319,587,347,6694GYV
142,person,0.68,person_10,647,193,686,316,no,0,0,0,0,0,
143,car,0.89,car_1,440,220,658,425,si,0.68,510,319,585,347,6694GYV
143,person,0.68,person_10,646,192,686,316,no,0,0,0,0,0,
144,car,0.89,car_1,439,219,658,426,si,0.68,510,319,585,348,6694GYV
144,person,0.67,person_10,645,191,685,315,no,0,0,0,0,0,
145,car,0.88,car_1,439,219,658,426,si,0.68,510,319,585,348,6694GYV
145,person,0.54,person_10,644,190,685,315,no,0,0,0,0,0,
146,car,0.89,car_1,440,220,658,426,si,0.68,510,319,585,348,6694GYV
146,person,0.55,person_10,643,190,684,315,no,0,0,0,0,0,
146,person,0.43,person_3,688,206,720,320,no,0,0,0,0,0,
147,car,0.89,car_1,440,220,658,427,si,0.68,510,319,585,348,6694GYV
147,car,0.48,car_14,0,205,125,463,no,0,0,0,0,0,
147,person,0.58,person_10,641,191,684,315,no,0,0,0,0,0,
147,person,0.56,person_3,688,206,720,319,no,0,0,0,0,0,
148,car,0.89,car_1,440,220,658,427,si,0.69,510,319,585,348,6694GYV
148,car,0.48,car_14,0,196,133,463,no,0,0,0,0,0,
148,person,0.61,person_10,640,192,684,315,no,0,0,0,0,0,
148,person,0.51,person_3,688,206,720,319,no,0,0,0,0,0,
149,car,0.89,car_1,441,220,658,426,si,0.69,511,320,585,347,6694GYV
149,car,0.45,car_14,0,194,142,463,no,0,0,0,0,0,
149,person,0.66,person_10,638,192,683,315,no,0,0,0,0,0,
150,car,0.89,car_1,441,220,658,426,si,0.68,511,320,585,347,6694GYV
150,car,0.49,car_14,0,197,150,462,no,0,0,0,0,0,
150,person,0.63,person_10,637,193,683,315,no,0,0,0,0,0,
